date,open,high,low,close,volume
2025-10-06 07:00:00,39.86,40.45,39.61,40.3,3058100
2025-10-07 07:00:00,40.55,40.55,40.0,40.05,2418400
2025-10-08 07:00:00,40.45,40.45,39.81,40.0,4602600
2025-10-09 07:00:00,40.1,40.5,39.96,40.35,4346900
2025-10-10 07:00:00,40.45,41.04,40.45,40.75,6794000
2025-10-13 07:00:00,40.55,40.7,40.3,40.45,4326200
2025-10-14 07:00:00,40.6,40.75,39.6,39.6,7724500
2025-10-15 07:00:00,39.7,40.15,39.35,39.35,4329400
2025-10-16 07:00:00,39.35,39.75,39.2,39.75,3801100
2025-10-17 07:00:00,39.75,39.8,39.05,39.05,4176200
2025-10-20 07:00:00,38.95,39.05,36.5,36.5,7393700
2025-10-21 07:00:00,36.55,37.5,36.55,37.05,4500300
2025-10-22 07:00:00,37.5,37.5,36.5,37.2,3971100
2025-10-23 07:00:00,37.0,37.45,36.85,36.9,2708600
2025-10-24 07:00:00,37.0,37.1,36.2,36.9,3489900
2025-10-27 07:00:00,36.95,37.2,36.5,36.5,2062600
2025-10-28 07:00:00,36.6,37.15,36.6,37.1,2793500
2025-10-29 07:00:00,37.5,37.9,37.3,37.8,3204200
2025-10-30 07:00:00,37.95,38.25,37.6,37.9,2599600
2025-10-31 07:00:00,38.0,38.0,37.4,37.4,2380000
2025-11-03 07:00:00,37.6,37.8,37.1,37.1,2453800
2025-11-04 07:00:00,37.1,38.0,36.9,37.9,3482600
2025-11-05 07:00:00,37.6,38.8,37.6,38.65,3945700
2025-11-06 07:00:00,38.7,38.9,38.35,38.5,2392700
2025-11-07 07:00:00,38.35,38.65,37.45,37.5,3220900
2025-11-10 07:00:00,37.5,38.0,37.3,37.4,2337400
2025-11-11 07:00:00,37.6,38.15,37.6,38.0,2393800
2025-11-12 07:00:00,38.2,38.4,37.8,38.25,2029800
2025-11-13 07:00:00,38.25,38.45,38.0,38.3,1942700
2025-11-14 07:00:00,38.2,38.5,38.2,38.35,2234600
2025-11-17 07:00:00,38.35,38.55,38.3,38.4,1422700
2025-11-18 07:00:00,38.5,38.5,38.25,38.4,1451400
2025-11-19 07:00:00,38.3,38.45,38.1,38.1,1302400
2025-11-20 07:00:00,38.2,38.2,37.9,37.95,1467900
2025-11-21 07:00:00,37.9,37.9,37.4,37.6,1247000
2025-11-24 07:00:00,37.6,37.95,37.6,37.65,1091700
2025-11-25 07:00:00,37.8,37.8,37.0,37.0,1798100
2025-11-26 07:00:00,37.05,37.55,37.05,37.35,1237300
2025-11-27 07:00:00,37.45,37.7,37.3,37.55,1071300
2025-11-28 07:00:00,37.55,37.6,37.1,37.1,878600
2025-12-01 07:00:00,37.2,37.3,36.95,36.95,1458900
2025-12-02 07:00:00,36.95,37.05,36.65,36.85,1590300
2025-12-03 07:00:00,37.0,38.45,37.0,38.4,4011700
2025-12-04 07:00:00,38.5,38.55,38.05,38.2,2052100
2025-12-05 07:00:00,38.3,38.45,37.8,37.8,1626100
2025-12-08 07:00:00,37.8,37.95,37.45,37.5,1702000
2025-12-09 07:00:00,37.5,37.95,37.1,37.45,3264300
2025-12-10 07:00:00,37.5,37.9,37.45,37.7,1904100
2025-12-11 07:00:00,37.7,38.1,37.6,37.6,1133200
2025-12-12 07:00:00,37.7,37.7,37.0,37.0,1877500
2025-12-15 07:00:00,37.05,37.15,36.9,37.0,1243400
